Collection,Dialect,Record,Concept,XPath,Content
MILES,EML,12.xml,Attribute Definition,/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,"Free text field for notes about data, sampling, etc."
MILES,EML,12.xml,Temporal Extent,/eml:eml/dataset/coverage/temporalCoverage,"1991 2015"
MILES,EML,12.xml,Resource Online Link,/eml:eml/dataset/distribution/online/url,"http://oceaninformatics.ucsd.edu/datazoo/catalogs/pallter/datasets/97"
MILES,EML,12.xml,Resource Long Name,/eml:eml/dataset/title,"Adelie penguin diet composition, fish species and numbers, 1991 - present."
MILES,EML,12.xml,Resource Status,/eml:eml/access,"uid=PAL,o=lter,dc=ecoinformatics,dc=org all public read"
MILES,EML,12.xml,Project Name,/eml:eml/dataset/creator/electronicMailAddress,"bfraser@3rivers.net"
MILES,EML,12.xml,Resource Identifier Type,/eml:eml/@system,"https://pasta.edirepository.org"
MILES,EML,12.xml,Keyword,/eml:eml/dataset/keywordSet/keyword,"habitats"
MILES,EML,12.xml,Keyword,/eml:eml/dataset/keywordSet/keyword,"marine"
MILES,EML,12.xml,Keyword,/eml:eml/dataset/keywordSet/keyword,"taxonomy"
MILES,EML,12.xml,Keyword,/eml:eml/dataset/keywordSet/keyword,"birds"
MILES,EML,12.xml,Keyword,/eml:eml/dataset/keywordSet/keyword,"fishes"
MILES,EML,12.xml,Keyword,/eml:eml/dataset/keywordSet/keyword,"Population Studies"
MILES,EML,12.xml,Resource Distribution,/eml:eml/dataset/distribution,"http://oceaninformatics.ucsd.edu/datazoo/catalogs/pallter/datasets/97"
MILES,EML,12.xml,Attribute List,/eml:eml/dataset/dataTable/attributeList,"studyName Sampling expedition from which data were collected, generated, etc. string Sampling expedition from which data were collected, generated, etc. Datetime GMT date and time date YYYY-MM-DD NULL No data available Sample Number record number of a sampling event string number natural NULL No data available Source code representing the segment of an organism's digestive process from which a prey sample is retrived string STOM prey found in stomach GIZZ prey found in gizzard NULL No data available Prey Type code representing the type of prey retrieved from an organism's digestive system string AMPH amphipod CRUS crustacean GAST gastropod INVE invertebrate KRIL krill SHRM shrimp SNAL snail SQUD squid UNKN unknown NULL No data available Species a string representing the species of an organism string a string representing the species of an organism NULL No data available Evidence a code representing the type of prey evidence retrieved from an organism's digestive system string Y Yes, there is evidence of prey other than krill or fish N No, there is no evidence of prey other than krill or fish NULL No data available Number of Fish number of prey or prey evidence retrieved from an organism's digestive system string number real NULL No data available Evidence Size length of prey retrieved from an organism's digestive system decimal millimeter real NULL No data available Evidence Weight weight of prey retrieved from an organism's digestive system integer gram real NULL No data available Estimated Fish Length length of an organism integer millimeter real NULL No data available Estimated Fish Weight weight of an organism integer gram real NULL No data available Notes Free text field for notes about data, sampling, etc. string Free text field for notes about data, sampling, etc. NULL No data available"
MILES,EML,15.xml,Resource Title,/eml:eml/dataset/title,"Snow depth data for saddle snowfence, 1992 - ongoing."
MILES,EML,15.xml,Resource Creation/Revision Date,/eml:eml/dataset/pubDate,"1993"
MILES,EML,15.xml,Abstract,/eml:eml/dataset/abstract,"A snowfence was built in 1993 on the Niwot Ridge Saddle grid to determine the effects of changes in snowpack on a number of variables. The study area was 60m x 125m. Snow depths were measured at each of 147 points within the snowfence experiment area and at 6 control locations outside of but near the snowfence experiment area. Of the 147 points, 84 were located on the leeward (east) side of the snowfence, 56 were located on the windward (west) side of the snowfence, and 7 were located along the snowfence itself. These measurements were made weekly to biweekly. Sampling locations were each given a unique point indentification number in order that these data could be incorporated into the Saddle GIS. The snowfence was oriented in a north/south direction and was 60 m long. Each of the point identification numbers had a coordinate within the experiment area. The first number of the coordinate was the distance in m from the snowfence in an east/west direction, negative numbers being west of the snowfence and positive numbers being east of the fence. The second number in the coordinate was the distance in m from the southern terminus of the snowfence in a northerly direction. Point identification numbers and coordinates for the windward drift were: 200 (-40,0), 201 (-40,10), 202 (-40,20), 203 (-40,30), 204 (-40,40), 205 (-40,50), 206 (-40,60), 207 (-35,0), 208 (-35,10), 209 (-35,20), 210 (-35,30), 211 (-35,40), 212 (-35,50), 213 (-35,60), 214 (-30,0), 215 (-30,10), 216 (-30,20), 217 (-30,30), 218 (-30,40), 219 (-30,50), 220 (-30,60), 221 (-25,0), 222 (-25,10), 223 (-25,20), 224 (-25,30), 225 (-25,40), 226 (-25,50), 227 (-25,60), 228 (-20,0), 229 (-20,10), 230 (-20,20), 231 (-20,30), 232 (-20,40), 233 (-20,50), 234 (-20,60), 235 (-15,0), 236 (-15,10), 237 (-15,20), 238 (-15,30), 239 (-15,40), 240 (-15,50), 241 (-15,60), 242 (-10,0), 243 (-10,10), 244 (-10,20), 245 (-10,30), 246 (-10,40), 247 (-10,50), 248 (-10,60), 249 (-5,0), 250 (-5,10), 251 (-5,20), 252 (-5,30), 253 (-5,40), 254 (-5,50), 255 (-5,60). Point identification numbers and coordinates for the leeward drift were: 256 (5,0), 257 (5,10), 258 (5,20), 259 (5,30), 260 (5,40), 261 (5,50), 262 (5,60), 263 (10,0), 264 (10,10), 265 (10,20), 266 (10,30), 267 (10,40), 268 (10,50), 269 (10,60), 270 (15,0), 271 (15,10), 272 (15,20), 273 (15,30), 274 (15,40), 275 (15,50), 276 (15,60), 278 (20,0), 279 (20,10), 280 (20,20), 281 (20,30), 282 (20,40), 283 (20,50), 284 (20,60), 285 (25,0), 286 (25,10), 287 (25,20), 288 (25,30), 289 (25,40), 290 (25,50), 291 (25,60), 292 (30,0), 293 (30,10), 294 (30,20), 295 (30,30), 296 (30,40), 297 (30,50), 298 (30,60), 299 (35,60), 300 (35,10), 301 (35,20), 302 (35,30), 303 (35,40), 304 (35,50), 305 (35,0), 306 (40,0), 307 (40,10), 308 (40,20), 309 (40,30), 310 (40,40), 311 (40,50), 312 (40,60), 313 (45,0), 314 (45,10), 315 (45,20), 316 (45,30), 317 (45,40), 318 (45,50), 319 (45,60), 320 (50,0), 321 (50,10), 322 (50,20), 323 (50,30), 324 (50,40), 325 (50,50), 326 (50,60), 327 (55,0), 328 (55,10), 329 (55,20), 330 (55,30), 331 (55,40), 332 (55,50), 333 (55,60), 334 (60,0), 335 (60,10), 336 (60,20), 337 (60,30), 338 (60,40), 339 (60,50), 340 (60,60). Point identification numbers and coordinates for the points directly along the fence were: 341 (0,0), 342 (0,10), 343 (0,20), 344 (0,30), 345 (0,40), 346 (0,50), 346 (0,60). Point identification numbers and locations for the control points were: 113 (approximately 10 m south of the -30,0 coordinate) in the Acomastylidetum rossii vegetation association, 114 (approximately 11 m south of the -25,0 coordinate) in the Acomastylidetum rossii vegetation association, 115 (approximately 8 m south of the 55,0 coordinate) in the Kobresietum myosuroidis vegetation association, 116 (approximately 5 m north of the 50,60 coordinate) in the Kobresietum myosuroidis vegetation association, 117 (approximately 3 m north of the -23,60 coordinate) in the Rhodiolo integrifoliae vegetation association, 118 (approximately 5 m north of the -21,60 coordinate) in the Rhodiolo integrifoliae vegetation association. Control points are indicated by a 'C' in column 2. NOTE: This LTER data portal display does not contain important maintenance/log information. Please be sure to view the EML file (a text file that contains XML tags) which is included in the zip archive (click on 'Download zip archive') for legacy maintenance/log information pertaining to each dataset. The EML file name will have the following format: knb-lter-nwt.[3 digit dataset number].[version number].xml. Most web browsers can parse the EML so it's easier to read. Scroll down to the 'maintenance' tag."
MILES,EML,15.xml,Metadata Contact,/eml:eml/dataset/metadataProvider,"Niwot Ridge LTER Information Manager INSTAAR, University of Colorado 1560 30th Street UCB 450 Boulder CO 80309-0450 USA 303-492-2594 lternwt@colorado.edu http://niwot.colorado.edu/"
MILES,EML,15.xml,Resource Contact,/eml:eml/dataset/contact,"Niwot Ridge LTER Information Manager Institute of Arctic and Alpine Research (INSTAAR) University of Colorado 1560 30th Street UCB 450 Boulder CO 80309-0450 USA 303-492-2594 lternwt@colorado.edu http://niwot.colorado.edu/"
MILES,EML,15.xml,Organization Name,/eml:eml/dataset/metadataProvider/organizationName,"Niwot Ridge LTER"
MILES,EML,15.xml,Organization Name,/eml:eml/dataset/associatedParty/organizationName,"Niwot Ridge LTER"
MILES,EML,15.xml,Organization Name,/eml:eml/dataset/contact/organizationName,"Niwot Ridge LTER"
MILES,EML,15.xml,Organization Name,/eml:eml/dataset/publisher/organizationName,"Niwot Ridge LTER"
MILES,EML,15.xml,Responsible Party Identifier,/eml:eml/dataset/associatedParty/@id,"12010"
MILES,EML,15.xml,Responsible Party Identifier,/eml:eml/dataset/associatedParty/@id,"12020"
MILES,EML,15.xml,Responsible Party Identifier Type,/eml:eml/dataset/associatedParty/@system,"FLS"
MILES,EML,15.xml,Responsible Party Identifier Type,/eml:eml/dataset/associatedParty/@system,"FLS"
MILES,EML,15.xml,Author,/eml:eml/dataset/creator,"Dr. Donald (Skip) Walker Institute of Arctic Biology University of Alaska Fairbanks 311 Irving PO Box 757000 Fairbanks Alaska 99775-6780 UNITED STATES (907)474-2460"
MILES,EML,15.xml,Publication Date,/eml:eml/dataset/pubDate,"1993"
MILES,EML,15.xml,Publisher,/eml:eml/dataset/publisher,"Niwot Ridge LTER Information Manager Institute of Arctic and Alpine Research (INSTAAR) University of Colorado 1560 30th Street UCB 450 Boulder CO 80309-0450 USA 303-492-2594 lternwt@colorado.edu http://niwot.colorado.edu/"
MILES,EML,15.xml,Publisher URL,/eml:eml/dataset/publisher/electronicMailAddress,"lternwt@colorado.edu"
MILES,EML,15.xml,Publisher E-Mail,/eml:eml/dataset/publisher/electronicMailAddress,"lternwt@colorado.edu"
MILES,EML,15.xml,Resource Identifier,/eml:eml/@packageId,"knb-lter-nwt.34.8"
MILES,EML,15.xml,Southernmost Latitude,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,"39.9932"
MILES,EML,15.xml,Northernmost Latitude,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,"40.0615"
MILES,EML,15.xml,Westernmost Longitude,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,"-105.643"
MILES,EML,15.xml,Easternmost Longitude,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,"-105.3753"
MILES,EML,15.xml,Start Time,/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,"1992-10-30"
MILES,EML,15.xml,End Time,/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate,"2012-11-27"
MILES,EML,15.xml,Author / Originator,/eml:eml/dataset/creator,"Dr. Donald (Skip) Walker Institute of Arctic Biology University of Alaska Fairbanks 311 Irving PO Box 757000 Fairbanks Alaska 99775-6780 UNITED STATES (907)474-2460"
MILES,EML,15.xml,Bounding Box,/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates,"-105.643 -105.3753 40.0615 39.9932"
MILES,EML,15.xml,Contributor Name,/eml:eml/dataset/associatedParty,"Hope Humphries INSTAAR, University of Colorado 1560 30th Street UCB 450 Boulder CO 80309-0450 (303) 492-2594 hope.humphries@colorado.edu Data Contact"
MILES,EML,15.xml,Contributor Name,/eml:eml/dataset/associatedParty,"Niwot Ridge LTER Information Manager INSTAAR, University of Colorado 1560 30th Street UCB 450 Boulder CO 80309-0450 USA 303-492-2594 lternwt@colorado.edu http://niwot.colorado.edu/ Data Contact"
MILES,EML,15.xml,Resource Format,/eml:eml/dataset/dataTable/physical/dataFormat,"1 0 \r column , '"
MILES,EML,15.xml,Rights,/eml:eml/dataset/intellectualRights,"Niwot LTER Data Policy The following acknowledgment should accompany any publication or citation of these data: Logistical support and/or data were provided by the NSF-supported Niwot Ridge (NWT) Long-Term Ecological Research (LTER) project and the University of Colorado (CU) Mountain Research Station (MRS). The user of NWT LTER data agrees to provide proper acknowledgment with each usage of the data. Citation of the name(s) of the investigator(s) responsible for the data set, in addition to the generic statement above, constitutes proper acknowledgment. Author(s) (including NWT investigators) of published material that makes use of previously unpublished NWT data agree to provide the NWT data manager with a PDF of that material as soon as it becomes available. The user of NWT data agrees not to resell or redistribute shared data. Disclaimer The NSF-supported NWT LTER project shall not be held liable for improper or incorrect use of the data described and/or contained herein, nor assumes liability for misuse, manipulation or distribution of the data. These data are not legal documents and are not intended to be used as such. The information contained in these data is dynamic and may change over time. The user of these data should be aware that, while efforts have been taken to ensure that these data are of the highest quality, there is no guarantee of perfection for the data contained herein and the possibility of errors exists. It is the responsibility of the data user to use the data appropriately and in a manner consistent with the limitations of data in general and these data in particular. Users assume responsibility to determine the usability of the dataset. NWT LTER gives no warranty, expressed or implied, as to the accuracy, reliability, or completeness of these data. It is strongly recommended that these data be directly acquired from the NWT LTER server and not indirectly through other sources that may have changed the data in some way. Although these data have been processed successfully on computer systems at CU, no warranty expressed or implied is made regarding the utility of the data on other systems for general or scientific purposes, nor shall the act of distribution constitute any such warranty. This disclaimer applies both to individual use of the data and aggregate use with other data."
MILES,EML,15.xml,Security Constraints,/eml:eml/access,"uid=NWT,o=lter,dc=ecoinformatics,dc=org all public read"
MILES,EML,15.xml,Resource Access Constraints,/eml:eml/access,"uid=NWT,o=lter,dc=ecoinformatics,dc=org all public read"
MILES,EML,15.xml,Resource Use Constraints,/eml:eml/dataset/intellectualRights,"Niwot LTER Data Policy The following acknowledgment should accompany any publication or citation of these data: Logistical support and/or data were provided by the NSF-supported Niwot Ridge (NWT) Long-Term Ecological Research (LTER) project and the University of Colorado (CU) Mountain Research Station (MRS). The user of NWT LTER data agrees to provide proper acknowledgment with each usage of the data. Citation of the name(s) of the investigator(s) responsible for the data set, in addition to the generic statement above, constitutes proper acknowledgment. Author(s) (including NWT investigators) of published material that makes use of previously unpublished NWT data agree to provide the NWT data manager with a PDF of that material as soon as it becomes available. The user of NWT data agrees not to resell or redistribute shared data. Disclaimer The NSF-supported NWT LTER project shall not be held liable for improper or incorrect use of the data described and/or contained herein, nor assumes liability for misuse, manipulation or distribution of the data. These data are not legal documents and are not intended to be used as such. The information contained in these data is dynamic and may change over time. The user of these data should be aware that, while efforts have been taken to ensure that these data are of the highest quality, there is no guarantee of perfection for the data contained herein and the possibility of errors exists. It is the responsibility of the data user to use the data appropriately and in a manner consistent with the limitations of data in general and these data in particular. Users assume responsibility to determine the usability of the dataset. NWT LTER gives no warranty, expressed or implied, as to the accuracy, reliability, or completeness of these data. It is strongly recommended that these data be directly acquired from the NWT LTER server and not indirectly through other sources that may have changed the data in some way. Although these data have been processed successfully on computer systems at CU, no warranty expressed or implied is made regarding the utility of the data on other systems for general or scientific purposes, nor shall the act of distribution constitute any such warranty. This disclaimer applies both to individual use of the data and aggregate use with other data."
MILES,EML,15.xml,Metadata Access Constraints,/eml:eml/access,"uid=NWT,o=lter,dc=ecoinformatics,dc=org all public read"
MILES,EML,15.xml,Metadata Use Constraints,/eml:eml/access,"uid=NWT,o=lter,dc=ecoinformatics,dc=org all public read"
MILES,EML,15.xml,Distribution Format,/eml:eml/dataset/dataTable/physical/dataFormat,"1 0 \r column , '"
MILES,EML,15.xml,Process Step,/eml:eml/dataset/methods,"Citations: Walker, D.A., B.E. Lewis, W.B. Krantz, E.T. Price, and R.D. Tabler. 1994. Hierarchic studies of snow-ecosystem interactions: A 100-year snow-alteration experiment. Pp. 407-414 In: Ferrik, M. (ed.). Proceedings of the Fiftieth Annual Eastern and Western Snow Conference, Quebec City, Quebec, Canada, 8-10 June 1993. 441 pp. Brooks, P.D., M. W. Williams, D. A. Walker, and S. K. Schmidt. 1995. The Niwot Ridge snow fence experiment: Biogeochemical responses to changes in the seasonal snowpack. Pp. 293-302 In Tonnessen, K. A., M. W. Williams, and M. Tranter (eds.). Biogeochemistry of Seasonally Snow Covered Basins. International Association of Hydrological Sciences, Wallingford, UK, IAHS-AIHS Publication no. 228. 465 pp. Snow depth measurements at the control points were not initiated until 9 January 1993. Prior to the spring of 1995, two distinct lenticular drifts formed, a large leeward and a smaller windward drift. As a result of the unusually heavy snows during the spring of 1995, these two drifts actually merged to form a single large drift that engulfed the snowfence itself. Consequently snow depths were recorded at the fence during the spring of 1995, and these measurements were originally listed in the comments section of this file. In the spring of 1996 it was determined that measurements should be routinely taken along the snowfence. The entry and processing programs were changed accordingly and the 1995 snow depths were inserted into the data section. The hard copy data form for 26 July 1995 contained the following comment written by Lee Turner 'Put down 26 July 95 as the last day with any snow in the snowfence area'. The hard copy data form for 31 January 1996 contained the following comment written by Lee Turner 'snow fell with no wind, 30' of fresh powder'. Notes on the hard copy data form for 28 January 1996 indicated that an ice lens was present at coordinates 10,40 (ID #267) and 20,40 (ID #282). A note on the hard copy data form for 14 February 1996 indicated that the measurements at coordinates 20,60 (ID #284), 20,50 (ID #283), and 20,40 (ID #282) may not be correct. After consultation with L. Turner it was determined that there may have been an ice lens at those coordinates. A note on the hard copy data form for 7 July 1997 indicated that the fence drift had melted out 100% on 7 July 1997."
MILES,EML,15.xml,Entity and Attribute Information,/eml:eml/dataset/dataTable/entityDescription,"Snow depth data for saddle snowfence, 1992 - ongoing."
MILES,EML,15.xml,Entity Type Definition,/eml:eml/dataset/dataTable/entityDescription,"Snow depth data for saddle snowfence, 1992 - ongoing."
MILES,EML,15.xml,Attribute Definition,/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,"point identification number"
MILES,EML,15.xml,Attribute Definition,/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,"control point"
MILES,EML,15.xml,Attribute Definition,/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,"date"
MILES,EML,15.xml,Attribute Definition,/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,"snow depth"
MILES,EML,15.xml,Temporal Extent,/eml:eml/dataset/coverage/temporalCoverage,"1992-10-30 2012-11-27"
MILES,EML,15.xml,Resource Lineage,/eml:eml/dataset/methods,"Citations: Walker, D.A., B.E. Lewis, W.B. Krantz, E.T. Price, and R.D. Tabler. 1994. Hierarchic studies of snow-ecosystem interactions: A 100-year snow-alteration experiment. Pp. 407-414 In: Ferrik, M. (ed.). Proceedings of the Fiftieth Annual Eastern and Western Snow Conference, Quebec City, Quebec, Canada, 8-10 June 1993. 441 pp. Brooks, P.D., M. W. Williams, D. A. Walker, and S. K. Schmidt. 1995. The Niwot Ridge snow fence experiment: Biogeochemical responses to changes in the seasonal snowpack. Pp. 293-302 In Tonnessen, K. A., M. W. Williams, and M. Tranter (eds.). Biogeochemistry of Seasonally Snow Covered Basins. International Association of Hydrological Sciences, Wallingford, UK, IAHS-AIHS Publication no. 228. 465 pp. Snow depth measurements at the control points were not initiated until 9 January 1993. Prior to the spring of 1995, two distinct lenticular drifts formed, a large leeward and a smaller windward drift. As a result of the unusually heavy snows during the spring of 1995, these two drifts actually merged to form a single large drift that engulfed the snowfence itself. Consequently snow depths were recorded at the fence during the spring of 1995, and these measurements were originally listed in the comments section of this file. In the spring of 1996 it was determined that measurements should be routinely taken along the snowfence. The entry and processing programs were changed accordingly and the 1995 snow depths were inserted into the data section. The hard copy data form for 26 July 1995 contained the following comment written by Lee Turner 'Put down 26 July 95 as the last day with any snow in the snowfence area'. The hard copy data form for 31 January 1996 contained the following comment written by Lee Turner 'snow fell with no wind, 30' of fresh powder'. Notes on the hard copy data form for 28 January 1996 indicated that an ice lens was present at coordinates 10,40 (ID #267) and 20,40 (ID #282). A note on the hard copy data form for 14 February 1996 indicated that the measurements at coordinates 20,60 (ID #284), 20,50 (ID #283), and 20,40 (ID #282) may not be correct. After consultation with L. Turner it was determined that there may have been an ice lens at those coordinates. A note on the hard copy data form for 7 July 1997 indicated that the fence drift had melted out 100% on 7 July 1997."
MILES,EML,15.xml,Resource Online Link,/eml:eml/dataset/distribution/online/url,"http://niwot.colorado.edu/data_csvs/snfcsnow.dw.data.csv"
MILES,EML,15.xml,Resource Long Name,/eml:eml/dataset/title,"Snow depth data for saddle snowfence, 1992 - ongoing."
